trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
189,False,"{'a': 0.1, 'e': 0.9551125}",30,0,-215.96299949771856,"{0: 17, 1: 2, 2: 5, 3: 3, 4: 3}",0
190,False,"{'a': 0.1, 'e': 0.9546375}",25,0,-159.52095133936845,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
191,False,"{'a': 0.1, 'e': 0.95416}",20,0,-26.901619891635598,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.1, 'e': 0.95368}",20,0,-133.33820284782155,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
193,False,"{'a': 0.1, 'e': 0.9531974999999999}",20,1,-42.8998596460379,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.9527125}",20,0,-133.28648305035165,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
195,False,"{'a': 0.1, 'e': 0.952225}",20,0,-149.63410622120762,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
196,False,"{'a': 0.1, 'e': 0.951735}",30,0,-149.51050358241702,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
197,False,"{'a': 0.1, 'e': 0.9512425}",30,0,-69.4214869587638,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
198,False,"{'a': 0.1, 'e': 0.9507475}",20,0,-59.216231829435,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
199,False,"{'a': 0.1, 'e': 0.9502499999999999}",25,13,-9.294703876177536,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.1, 'e': 0.94975}",20,0,-88.35763898772274,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
201,False,"{'a': 0.1, 'e': 0.9492475}",25,0,-80.53868149900178,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9487425}",30,0,-239.2613436540262,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",0
203,False,"{'a': 0.1, 'e': 0.948235}",30,0,-51.678412781327516,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
204,False,"{'a': 0.1, 'e': 0.947725}",20,0,-117.88294532620644,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
205,False,"{'a': 0.1, 'e': 0.9472125}",20,0,-63.06503993029651,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
206,False,"{'a': 0.1, 'e': 0.9466975}",20,0,-173.14619515516884,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
207,False,"{'a': 0.1, 'e': 0.94618}",20,0,-14.90518453922602,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.1, 'e': 0.9456600000000001}",30,0,-179.56898269911983,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
209,False,"{'a': 0.1, 'e': 0.9451375000000001}",20,0,-58.744459680513,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
210,False,"{'a': 0.1, 'e': 0.9446125000000001}",20,0,-137.23684589098946,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
211,False,"{'a': 0.1, 'e': 0.9440850000000001}",20,0,-82.8206744711252,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
212,False,"{'a': 0.1, 'e': 0.943555}",25,0,-190.2360908837363,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
213,False,"{'a': 0.1, 'e': 0.9430225}",20,0,-59.17057890106594,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
214,False,"{'a': 0.1, 'e': 0.9424875}",30,0,-168.17420788092164,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
215,False,"{'a': 0.1, 'e': 0.9419500000000001}",25,0,-116.78633257887394,"{0: 16, 1: 1, 2: 3, 3: 5, 4: 0}",0
216,False,"{'a': 0.1, 'e': 0.9414100000000001}",20,0,-56.573545901522465,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.1, 'e': 0.9408675000000001}",30,0,-177.37707596063862,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
218,False,"{'a': 0.1, 'e': 0.9403225000000001}",30,0,-81.27827590777574,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.1, 'e': 0.939775}",25,0,-77.95766988336663,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.939225}",25,0,-130.2119806968566,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
221,False,"{'a': 0.1, 'e': 0.9386725}",20,0,-26.01874553283871,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
222,False,"{'a': 0.1, 'e': 0.9381175}",20,0,-115.14742049440129,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
223,False,"{'a': 0.1, 'e': 0.9375600000000001}",25,0,-132.19757978560847,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
224,False,"{'a': 0.1, 'e': 0.937}",35,0,-222.60486287268353,"{0: 18, 1: 3, 2: 11, 3: 0, 4: 3}",0
225,False,"{'a': 0.1, 'e': 0.9364375}",25,0,-122.01865222214597,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
226,False,"{'a': 0.1, 'e': 0.9358725}",25,0,-135.51426136717325,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
227,False,"{'a': 0.1, 'e': 0.9353049999999999}",20,0,-22.193258430714955,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.1, 'e': 0.934735}",25,0,-60.683373874481674,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
229,False,"{'a': 0.1, 'e': 0.9341625}",20,0,-27.610273219797342,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.1, 'e': 0.9335875}",35,0,-215.659512490327,"{0: 23, 1: 2, 2: 5, 3: 1, 4: 4}",0
231,False,"{'a': 0.1, 'e': 0.93301}",25,0,-127.06658328295123,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
232,False,"{'a': 0.1, 'e': 0.93243}",25,1,-105.48514699420458,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.9318474999999999}",20,0,-72.87267433073488,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
234,False,"{'a': 0.1, 'e': 0.9312625}",30,0,-131.12507528789826,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
235,False,"{'a': 0.1, 'e': 0.930675}",30,11,-30.736114369134278,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.930085}",20,0,-121.19642687608447,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
237,False,"{'a': 0.1, 'e': 0.9294925}",20,0,-112.81417798229756,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
238,False,"{'a': 0.1, 'e': 0.9288975}",20,0,-81.9507695722495,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
239,False,"{'a': 0.1, 'e': 0.9283}",25,0,-194.6413848762886,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
240,False,"{'a': 0.1, 'e': 0.9277}",30,0,-195.87455863600678,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
241,False,"{'a': 0.1, 'e': 0.9270975}",25,0,-119.8440815636166,"{0: 13, 1: 3, 2: 6, 3: 3, 4: 0}",0
242,False,"{'a': 0.1, 'e': 0.9264925}",25,0,-148.07695392766075,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
243,False,"{'a': 0.1, 'e': 0.9258850000000001}",25,0,-89.71328179900156,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
244,False,"{'a': 0.1, 'e': 0.9252750000000001}",30,0,-58.19543086847694,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
245,False,"{'a': 0.1, 'e': 0.9246625}",20,0,-119.27399886337554,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
246,False,"{'a': 0.1, 'e': 0.9240475}",20,0,-106.44246944577135,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
247,False,"{'a': 0.1, 'e': 0.92343}",30,0,-218.39112233178412,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
248,False,"{'a': 0.1, 'e': 0.92281}",35,0,-90.88523834864374,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
249,False,"{'a': 0.1, 'e': 0.9221875}",35,14,-58.12903244944933,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.1, 'e': 0.9215625000000001}",25,0,-113.18326139571182,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
251,False,"{'a': 0.1, 'e': 0.9209350000000001}",35,0,-99.69946175966027,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
252,False,"{'a': 0.1, 'e': 0.920305}",20,0,-110.44254834118465,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
253,False,"{'a': 0.1, 'e': 0.9196725}",30,0,-97.3952912594404,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
254,False,"{'a': 0.1, 'e': 0.9190375}",20,8,-77.08332801194433,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
255,False,"{'a': 0.1, 'e': 0.9184}",25,0,-119.81911422610852,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
256,False,"{'a': 0.1, 'e': 0.91776}",25,0,-152.88184338173684,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
257,False,"{'a': 0.1, 'e': 0.9171175}",20,0,-68.92188562147606,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
258,False,"{'a': 0.1, 'e': 0.9164725}",25,0,-162.68738197246645,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
259,False,"{'a': 0.1, 'e': 0.915825}",30,0,-126.22018271863038,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
260,False,"{'a': 0.1, 'e': 0.915175}",20,0,-83.53978461059398,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
261,False,"{'a': 0.1, 'e': 0.9145225}",25,11,-61.83142532862488,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 0}",1
262,False,"{'a': 0.1, 'e': 0.9138675}",20,0,-70.66272084264159,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
263,False,"{'a': 0.1, 'e': 0.9132100000000001}",20,0,-6.407066716173977,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
264,False,"{'a': 0.1, 'e': 0.9125500000000001}",20,0,-89.10108846956997,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
265,False,"{'a': 0.1, 'e': 0.9118875000000001}",20,0,-86.26221980281142,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
266,False,"{'a': 0.1, 'e': 0.9112225}",30,0,-110.53085195796261,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.910555}",35,0,-53.3378049729553,"{0: 28, 1: 3, 2: 3, 3: 0, 4: 1}",0
268,False,"{'a': 0.1, 'e': 0.909885}",20,0,-90.57010995592736,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
269,False,"{'a': 0.1, 'e': 0.9092125000000001}",30,24,9.352075077328415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.9085375000000001}",20,0,-44.44662490031459,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
271,False,"{'a': 0.1, 'e': 0.9078600000000001}",25,0,-145.39105532397707,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
272,False,"{'a': 0.1, 'e': 0.9071800000000001}",35,9,-67.7592355757598,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 1}",1
273,False,"{'a': 0.1, 'e': 0.9064975000000001}",20,11,-32.234461679729705,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.9058125}",20,0,-105.77781574691281,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
275,False,"{'a': 0.1, 'e': 0.9051250000000001}",30,0,-173.71404989816352,"{0: 19, 1: 1, 2: 5, 3: 3, 4: 2}",0
276,False,"{'a': 0.1, 'e': 0.9044350000000001}",25,0,-138.32392193270914,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
277,False,"{'a': 0.1, 'e': 0.9037425000000001}",30,0,-161.9669024034853,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
278,False,"{'a': 0.1, 'e': 0.9030475000000001}",20,0,-113.62703029904945,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
279,False,"{'a': 0.1, 'e': 0.9023500000000001}",20,0,-104.0438790848163,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
280,False,"{'a': 0.1, 'e': 0.9016500000000001}",20,0,-133.41896936521917,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
281,False,"{'a': 0.1, 'e': 0.9009475}",30,0,-217.05486593494064,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
282,False,"{'a': 0.1, 'e': 0.9002425000000001}",25,5,-54.90543386082713,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.8995350000000001}",20,0,-108.33836065573354,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.8988250000000001}",20,0,-129.68201986398822,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
285,False,"{'a': 0.1, 'e': 0.8981125000000001}",20,0,-45.6807793862376,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.8973975000000001}",20,0,-140.21558842576073,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
287,False,"{'a': 0.1, 'e': 0.89668}",30,4,-58.330046110637014,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
288,False,"{'a': 0.1, 'e': 0.89596}",20,0,-80.4598182355322,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
289,False,"{'a': 0.1, 'e': 0.8952375}",20,0,-112.29507788382763,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
290,False,"{'a': 0.1, 'e': 0.8945125}",25,0,-102.92777638555845,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
291,False,"{'a': 0.1, 'e': 0.893785}",25,0,-85.73546116352378,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
292,False,"{'a': 0.1, 'e': 0.893055}",25,0,-170.38663845042805,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
293,False,"{'a': 0.1, 'e': 0.8923225}",20,11,8.68151225082345,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.8915875}",25,0,-257.03206528731124,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 5}",0
295,False,"{'a': 0.1, 'e': 0.89085}",25,0,-154.10620504754678,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
296,False,"{'a': 0.1, 'e': 0.8901100000000001}",25,0,-123.6830633335962,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
297,False,"{'a': 0.1, 'e': 0.8893675000000001}",25,19,2.647436897081654,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.8886225000000001}",30,0,-175.6912050901069,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
299,False,"{'a': 0.1, 'e': 0.8878750000000001}",20,0,-96.05373803156223,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
300,False,"{'a': 0.1, 'e': 0.887125}",25,0,-103.15568117506155,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
301,False,"{'a': 0.1, 'e': 0.8863725}",30,0,-141.86756105676315,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",1
302,False,"{'a': 0.1, 'e': 0.8856175000000001}",30,21,-0.03950495128904041,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.8848600000000001}",20,2,-37.771531553683175,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.8841000000000001}",25,0,-128.43288050561836,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
305,False,"{'a': 0.1, 'e': 0.8833375000000001}",20,0,-59.68914391372938,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.8825725000000001}",20,0,-68.32045224785799,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
307,False,"{'a': 0.1, 'e': 0.8818050000000001}",20,7,-108.30229605846628,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
308,False,"{'a': 0.1, 'e': 0.881035}",30,0,-239.28153574044404,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
309,False,"{'a': 0.1, 'e': 0.8802625000000001}",30,0,-183.2474763858072,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
310,False,"{'a': 0.1, 'e': 0.8794875000000001}",20,0,-65.85722584042198,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
311,False,"{'a': 0.1, 'e': 0.8787100000000001}",20,0,-14.894712862381978,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
312,False,"{'a': 0.1, 'e': 0.8779300000000001}",30,12,-170.19891766014038,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 3}",1
313,False,"{'a': 0.1, 'e': 0.8771475000000001}",30,0,-103.75508568185037,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
314,False,"{'a': 0.1, 'e': 0.8763625}",20,0,-52.77485271868741,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
315,False,"{'a': 0.1, 'e': 0.875575}",25,0,-144.7224748053848,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
316,False,"{'a': 0.1, 'e': 0.874785}",20,0,-38.48058395221625,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
317,False,"{'a': 0.1, 'e': 0.8739925000000001}",20,1,-20.968882297168996,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.8731975000000001}",20,10,-67.190278538437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
319,False,"{'a': 0.1, 'e': 0.8724000000000001}",20,0,-171.6822099098261,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",0
320,False,"{'a': 0.1, 'e': 0.8716}",30,0,-80.58046656655952,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
321,False,"{'a': 0.1, 'e': 0.8707975}",20,0,-38.34679899935629,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.8699925000000001}",30,0,-106.29405229540673,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
323,False,"{'a': 0.1, 'e': 0.8691850000000001}",20,5,-73.51381505875919,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.8683750000000001}",20,3,-48.33272916150226,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.8675625000000001}",20,5,-75.95497761298759,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
326,False,"{'a': 0.1, 'e': 0.8667475000000001}",20,0,-103.40890728359014,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
327,False,"{'a': 0.1, 'e': 0.8659300000000001}",20,9,-49.75365731007503,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.86511}",20,0,-115.65244259447813,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
329,False,"{'a': 0.1, 'e': 0.8642875000000001}",25,0,-208.36453943514,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
330,False,"{'a': 0.1, 'e': 0.8634625000000001}",25,0,-199.5714165292944,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
331,False,"{'a': 0.1, 'e': 0.8626350000000002}",35,20,-27.196641295553174,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.8618050000000002}",20,0,-156.87959361310345,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
333,False,"{'a': 0.1, 'e': 0.8609725000000001}",35,0,-127.29846025445934,"{0: 21, 1: 5, 2: 5, 3: 4, 4: 0}",0
334,False,"{'a': 0.1, 'e': 0.8601375000000001}",20,0,-114.30291415657766,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.1, 'e': 0.8593000000000001}",20,0,-252.96815630343968,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 6}",0
336,False,"{'a': 0.1, 'e': 0.8584600000000001}",30,0,-181.10300086144196,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
337,False,"{'a': 0.1, 'e': 0.8576175000000001}",25,8,-101.2817348318171,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
338,False,"{'a': 0.1, 'e': 0.8567725000000002}",25,10,-65.96492497645626,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
339,False,"{'a': 0.1, 'e': 0.8559250000000002}",30,0,-22.909458071873672,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
340,False,"{'a': 0.1, 'e': 0.8550750000000001}",30,0,-129.2482535160981,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
341,False,"{'a': 0.1, 'e': 0.8542225000000001}",25,0,-76.76363766599943,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
342,False,"{'a': 0.1, 'e': 0.8533675000000001}",20,0,-24.672634723476076,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 0.1, 'e': 0.8525100000000001}",25,0,-79.30375300776379,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
344,False,"{'a': 0.1, 'e': 0.8516500000000001}",20,0,-20.63948099810029,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
345,False,"{'a': 0.1, 'e': 0.8507875000000001}",25,0,-101.83216565985228,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
346,False,"{'a': 0.1, 'e': 0.8499225000000001}",30,0,-82.58307176196568,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
347,False,"{'a': 0.1, 'e': 0.8490550000000001}",20,0,-28.09253778443005,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.8481850000000001}",25,0,-59.82142286459193,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.8473125}",20,11,5.662513777190062,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.8464375000000001}",20,0,-99.95246474296968,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
351,False,"{'a': 0.1, 'e': 0.8455600000000001}",25,7,-96.05551658218604,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
352,False,"{'a': 0.1, 'e': 0.8446800000000001}",20,3,-64.53296589000966,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.8437975000000001}",25,0,-100.01859147628412,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",1
354,False,"{'a': 0.1, 'e': 0.8429125000000001}",25,0,-122.21596274055373,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
355,False,"{'a': 0.1, 'e': 0.842025}",20,0,-1.4657449447422537,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
356,False,"{'a': 0.1, 'e': 0.8411350000000001}",20,0,-73.97780475016829,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
357,False,"{'a': 0.1, 'e': 0.8402425000000001}",20,0,-17.458259234420794,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
358,False,"{'a': 0.1, 'e': 0.8393475000000001}",25,7,-96.68470568776321,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 3}",1
359,False,"{'a': 0.1, 'e': 0.8384500000000001}",20,0,-44.81931089177314,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
360,False,"{'a': 0.1, 'e': 0.8375500000000001}",25,0,-22.83848678599987,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
361,False,"{'a': 0.1, 'e': 0.8366475000000001}",30,0,-188.36228087038023,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
362,False,"{'a': 0.1, 'e': 0.8357425}",25,0,-152.36021599915833,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
363,False,"{'a': 0.1, 'e': 0.8348350000000001}",25,0,-38.6697374562495,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
364,False,"{'a': 0.1, 'e': 0.8339250000000001}",25,0,-90.37998280258003,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
365,False,"{'a': 0.1, 'e': 0.8330125000000002}",25,0,-55.7202014625656,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.8320975000000002}",25,0,-130.2833891260147,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
367,False,"{'a': 0.1, 'e': 0.8311800000000001}",20,0,-64.681782001671,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
368,False,"{'a': 0.1, 'e': 0.8302600000000001}",35,0,-151.49779842076114,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
369,False,"{'a': 0.1, 'e': 0.8293375000000001}",35,0,-88.39657415454448,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
370,False,"{'a': 0.1, 'e': 0.8284125000000001}",25,13,-41.01712178999489,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
371,False,"{'a': 0.1, 'e': 0.8274850000000001}",20,0,-101.90308214255612,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
372,False,"{'a': 0.1, 'e': 0.8265550000000002}",20,0,-98.48032246852605,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
373,False,"{'a': 0.1, 'e': 0.8256225000000001}",35,0,-84.67791731300737,"{0: 25, 1: 5, 2: 3, 3: 1, 4: 1}",0
374,False,"{'a': 0.1, 'e': 0.8246875000000001}",25,0,-64.08467290970165,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
375,False,"{'a': 0.1, 'e': 0.8237500000000001}",30,0,-148.32719595490158,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
